fc_company_name,fc_logo_url,fc_website,fc_approx_employees,fc_founded,fc_overview,fc_address_line1,fc_address_line2,fc_address_locality,fc_address_region_name,fc_address_postal_code,fc_address_country_name,fc_company_description,final_grade,unnatural_link,spam_score,trust_metrics,link_popularity,rank,industry_ranking,inc_ranking,Industry,revenue
ReVamp Wholesale,https://d2ojpxxtu63wzl.cloudfront.net/static/f1780aef795b4ba4fd59deea141d0fe6_a411523385e311f0ced528f1ce0254e81b8fbda037187a74499bf71c2b21a544,http://revampwholesale.com,30,2013,"Basketball, DJs, Innovation, Journalism, Management",,,,,,,"ReVamp Wholesale is a subsidiary of ReVamp Electronics LLC.  This division of the company is focused on distribution of smartphone and tablet repair parts globally.  Under the subsidiary, the ReN_™ line of parts has been developed as well as the company's new flag-ship product, Simple Snap™ Screen Protectors.",B,A,A,D,D,81,4,50,Business Products & Services,8.1
Signal,https://d2ojpxxtu63wzl.cloudfront.net/static/0e44ba3a0b9f37d98329487894a67181_40afe206ccd3d86f0e0db911780c072f45383a3ef6123536d2730da023f86f54,http://signal.co,51-200 employees,2009,Email Marketing,,,,,,,"Signal is the global leader in real-time, cross-channel marketing technology. The Signal Open Data Platform helps marketers collect data from any offline or online source, synchronize the data across all touchpoints, and distribute it to any marketing or analytics endpoint – all in real time. The platform is ecosystem-neutral and makes data and marketing technologies work better together for increased engagement, loyalty and conversions.",C,B,F,C,F,151,22,51,Software,17.2
Crescent Enterprise Solutions,https://d2ojpxxtu63wzl.cloudfront.net/static/e2e7c8b3dced30685bbc270187577300_3f0b8bfe650241b9779815f7dcc29c76c63909ce1baa8057796cc8cea737a8c9,http://crescententerprise.net,201-500 employees,2010,"Careers, Google, Las Vegas, LinkedIn, Microsoft",,,,,,,"Crescent Enterprise Solutions, Inc. is focused on helping business executives create world-class IT organizations. Our five practices areas, supported by exceptional Project Management and effective IT Strategy Consulting, enable organizations to choose a single, highly competent consulting partner that can provide thought leadership, best of breed solutions, and consistent delivery results.",D,D,A,F,F,288,13,52,IT Services,17.7
Fitbit,https://d2ojpxxtu63wzl.cloudfront.net/static/48d334421a6862d99d3f7646e9d53499_1e96d95838e526697d44fb9ce2108b5122e4e04c2df5a1c4fec54021c125b4c2,http://fitbit.com,750,2007,"Fitness, Hardware, Health and Wellness, Keywords, Personal Health",,,,,,,"We're a passionate team dedicated to health and fitness who are building products that help transform people's lives. While health can be serious business, we feel it doesn't have to be. We believe you're more likely to reach your goals if you're encouraged to have fun, smile, and feel empowered along the way.",A,A,A,A,F,4,1,53,Health,745.4
Acoma Energy,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMQERIRERAVFRUVEhgWFhcXFhUSFRYXGBcWFhYYGBgYHSkiGBslGxgVITEhJSkrLi4wGB8zODMvNygtLisBCgoKDQ0OGA8QGDMgHiI3Ni03MTIrLTcuNzctKy0wKysxNystLS0rLisrLS03LTcwLTctNTQtKy0wLystLS0rL//AABEIAIIA4wMBIgACEQEDEQH/xAAbAAEAAwEBAQEAAAAAAAAAAAAABQYHAQQDAv/EAEAQAAIBAgQDBgQCBwUJAAAAAAECAAMRBAUSIQYxQRMiUWGBkTJCcbEHFBUjUmOCocE0cnOS4RclNVSDk7LR0v/EABkBAQEAAwEAAAAAAAAAAAAAAAABAgMEBf/EACYRAQACAQMDAgcAAAAAAAAAAAABAgMEETESIUETIwUUIiQyodH/2gAMAwEAAhEDEQA/ANxiIgIiICIiAiIgIiICIiAn5JnZWON857Cl2SHv1B6qvIn15e815MkUrNpbcGG2bJGOvMp/BYtKy6qbBhci48QbGeiZlwXnP5er2bG1OoQPJW5A/wBPaaZMNPnjLXdu1ulnT5Onx4fqIib3IREQEREBERAREQEREBERAREQEREBERAREQEREBOTs4YHnx2MWjTao5sqi5/0mWmnXzCuzqhJJ3/ZQdAT9Jd8UKWYVXodr3cOw7RF2LMdxc/sjcbdbydwuGSkoSmoVR0AtOXNhnNO0ztWHo6bU10tZmI3vP6ZhnHDFfDDURrS27Lc2+o5285ceC85/MUtDH9ZT2Piy9G/pLGRIPF5LTpVPzVI9kyXLD5HXqCOh8xMK6f0bdVJ7eYZZNd8zj9PLH1eJ/qeifHDVxUUOpuCLifWdkTExvDzZjbs7ERKhERAREQEREBERAREQEREBERAREQEREBERA5eV3jfiAYHDllI7V7rTHn1a3gL39pPV6oRSzEBVBJJ2AA3JPpMTznEV84xhNCmzKO6g6Il+bHkL85ry32jaOXZosEZL9V/xjlH8N54+DxK1wSwJtUF93UnvfU9frN6wmIWoi1EIZWUMCORB5TJMz/DbE0qQem61WtdkUWI/u3Pe/lJX8Ls/KM2BrXU3JpBgVIPzUyD7gfWacU2pPTaHbrqY89PVxTvMctLlW4rzK57FTsN2+vQf1k3nOYChTLfMdlHiZUsvymriDq5And26+NvGcXxLNe22nxRvM8ubRYqx72TtEPfwpmOluxY7Nuvkeo9ZbRKJmOT1aB1fEoNww6eFx0lqyPMBXpg/MNmHn4+snw3Nev2+WNpjhdbjrb3sfeJ5SURE9h5xERAREQEREBERAREQEREBERAREQEREBERAi8+yr83TFFnZaZN6gXZnA+S/QE8+v3npy7LqWHQU6NMIo6AW9T4meuJNo33ZdU7dPh+dMh884bo4oq7ApVUgpVSy1FINxv8wv0MmpwxMRPJW1qzvEo79GCoyvWIcqLAAWQeJt4k/0kgFnROzGuOtZmYjvJNpnlwrPCmWLTqdpT7t9mUfCw+nQz3xFqVttMxwRaY4cE7ETNiREQEREBERAREQEREBKlx5xO2CWmlEr2j3JuNQVB1t5n7GWqrVCqWY2Cgkk9ABcmZRlyHNsyNRwezB1EeFNfgX12v9TECd4M4vrV8QaGK0gsvcsughhuVI8x9pfZmH4i5e2GxNLGUttZBuPlqpYj3H2M0HJsxXE0KdZeTLcjwPIj0N4HuiIgVviviyngbIB2lUi4S9gB0LHoJTqXE2aYreijW/d0u6P4mv8AeR2Co/pHMrVCdL1WLf3FvYewA9ZsVGiqKFRQqgWAAsAPKUZfV4gzbC96sjaf3lIFPVltb3lw4S4rTHAqRoqqLlb3BHip6/TnLC9MEEEXBFiDuDKxgeB6VDEjEUqtRSHLBO7psb3Xle28gtUQJ+XawJPQXgVvivi6ngu4q9pVIvpvYKOhY9PpKhS4jzXFd6ijaf3dKy/5mv8AeeHhrDfpLMC1bdSWqsPEC2lfpyHpNgSmFAAAAAsANgPpKMuq8QZthu9VRtPXXSBT1ZeXvLVwpximMPZuop1bcr3V/HSf6S0MlxY7g8xzBmQ8ZYEYDHK1DughayAfKbm4HldeXnINggz5YWrrRH/aUN7gGfWBn/GvFeJwmJ7KiUC9mrbrqNze+8muBuIGxtF+1t2qPZrCwKndTbp1HpKfx+gbM6ankRSB+haxn5yGoctzM0XNkZuzJP7LG9Nvt/OUawZnXFvGtahiWpYcppQANddRL8238rgekuue5kMNh6tY/KpsPFuSj1Npj2Hy81MNicZUuSrqoPi7G7n2I94Gp8E5pUxeFFWsQW1sNhpFgdtpPSp/hl/YR/iv95bJAnnx+LWjTeq5sqKWP0A+89Ez78UM5sEwiHdrPUt4fKv1uL+g8YEMfxAxl9Vk0a+Wjpz06r87faall+LWtSSqhurqGHrKgvCP+6zR0/riO28+0tsv+UBZ5PwuzfZ8I53BL0787fOvod/UyjQoiJBSvxNznsqK4dT3qu7eVMc/c7ehlM4cz3EYEOKOHVtZBLOlQmwGwGkjbcn1k9jeGsXjcd2uIolKJe3xobU15CysTcj7zSVFthKMizrirFYuk1Grhk0mxuKdUMCDsRdj9pJfhfm+io+Fc7P3kB6OPiX1Fj/CZpkznibhbEjG/mcFTvcip8SLpqA77MRcHn6mBo04Z88O7Mqll0sQCVuDpNtxcbGfWQY3l9X9H5me02VKrKx8Ea9m9iD7zYqbhgCCCCLgg3BHiDK3xdwkmNs6toqqLBuYYeDf+5TqGX5vgu5SFTT00FaqegN7ewlGqs1t5UKfHiVMUMPSolw1QIHDCxHVgPAC5+glar4PN8YNFRamk8wxSivqBa/tLVwfweuDPa1GD1SLC3woOoHifOQWyfl1uCD1Fp+hEDHuEcSMBj9FY6QC1JidgDfusfAbD3mwKbyqcXcHLjD2tNtFYCxJ+FwOWrwPnKtRweb4MaKYqFRy0lKy+gNyPaBqhMyLjvGjGY5Uo9/SForbfUxYk29Wt6T1VcPnGLGhxVCnY3KUV9bWJHoZZOEeC1wjCtVIer8tvhTxI8T5yi1YSj2dNE/ZRV9gBPsYnDIMs47/AOKUv+j/AOckvxUyranilG4/Vv8ATmh97j1E/fFvD2Jr4+nWpUtVMdndtSC2lrnYkGXLN8CuIo1KLcnUi/geh9DvKMv4n4mOLw+Forcta9XzcHSo8+rfxCWHiLLBhcnFG24KFvNi12/n9pG8J8GYhMUlTE0tKUzqHeRgzD4dgSee/pLfxrl9TEYR6VFdTllIFwuwNzuxAgeL8Mv7CP8AFf7y2SvcC5dVw2EFOsmh+0Y2uG2J23UkSwyDz43FrRpvVc2VFLH6AX95iVXMqlbFHFGnrbtA+khmXY90HTzAsOvSaVx7hMViKS0MNS1Kx1VDqReXwr3iOu/pPVwRkhweGCuLVHOupyNjyC3HgB/MwKh/tAx3/LUv+3W/+5W0zOpSxQxfZ6G7TXpAZVNz3lAO9iCfebpK9xvkhxmGKoL1EOpOQueRW58RKJrB4patNKiG6uoYfQi8TNMFleb0UWnTpkKt7DXS2uSf2vExINSiIgIiICInDARKPTzWliWqvXzI4cCoyUqaVUpEKp063B3Yk779JOcIZm2IoMXcVGp1Xpl1tZwp7rbbbgiBOzl52Vbs62IxuKojE1KdJFpGyW1d4NsrG+kbb7XO0C0XnZX+HKrrXxeGeq1RaJplGcguA4YlSQN7af5ywQE5eVjiTNAMRSwzYkYZDTNSpU1KjEX0qis3Ikgkz5ZJmarixh6WM/M0qlIuCXWo9NlO41LzBBHPwgW2JwStcW4qulXBphms1So67/D8PxMOoXdreUCzRPHleDaimhqz1Tcks9r79BbkPKetjA7ecvKllOGqY2h+afGVqbvqKrTZVp0rEgKVtuR1vJDgx2fCrVeo7vUJZixuLg6e5YbLtcDzgT05eCJWcnzZqWHxQrsWqYRnDEnvOti1I+o2+ogWeJGcNJUGFpGs5aoy6mJ3N271voL2knAREQEREBERAREQEREBOGdiBUcErYI1aVTCPVpmoz0qlOmKps51FGHMEEneTmS1KjIWqUFo3Y6UFtWnoXtsG57fSSUWgJB5Zh3XHYyoVIR0oBWI2awfVY9bXEnIgQWU4d1xuNdkIVxR0sRYNpV9Vj1tcScE7ECuZ5hXTE08WlHtlFM0qqABn06tSsoPMgk3E++W4tqtYaMGaVIKdT1EFJy3QIvO3O5MnLRA4JCZ1h3bFYF1QlUqVCxA2UGmQCfDeTkQE/NRgASSAALknkLT9T516QdSrC4YEEeIIsR7QM6yvCNUQu2Br1g7MzvSrdjSrXJ7y0iy90jwG/nLtkOPp1qX6pDTFNuzamV0lCoHdI+hHvPFS4frU1CUcwqpTAsqlKLkDoAzLeSWU5YmGQqpZizF3Zjdnc2uSfQe0D3GUjinLnbHUkT4MWFWsPKiwdj6rYekuzSJy3JjTqdtWrvXq6dKswRAqnchVQAC+1zAlgJ2BEBERAREQEREBERAREQEREBERAREQEREBERAREQEREBERAREQEREBERAREQERED/2Q==",http://acomaenergy.com,11-50,2007,"Oil and Gas field services, Corporate Office",,,,,,,"Along the way, Acoma Energy successfully developed several thousand acres of prospective oil and gas properties and completed a number of successful plays in both the Permian Basin and the Rocky Mountain Region. Today, after divesting our landman brokerage operations, we are Acoma Energy—fully focused on locating and developing sound and solid oil and gas plays.",F,A,B,F,F,445,12,54,Energy,11.8
Mac Warehouse,https://d2ojpxxtu63wzl.cloudfront.net/static/c20a8b1a522748b1c7f5ed3cb1a26563_4f6678cf5cd99f57798fcf4fe90f2b5c0f76821e25e5d038893aba0dc8beaf06,http://mac-warehouse.com,11-50 employees,0,"2.3ghz, Apple, Books, Cluster Node, Entertainment, G4, Imac, Laptop, Mac, Parts, Podcasting, Refurbished, Used, Xserve, Xserver, eBay, iTunes",,,,,,,We are an Apple Products Specialist and Exclusive distributor of Apple Certified Preloved® products. We are Apple's biggest fans! We are true environmentally responsible enthusiasts. Mac Warehouse is the Exclusive Distributor and Premier refurbisher of Pre-loved (Preowned) Apple Computers and other products.,C,C,A,F,F,128,1,55,Computer Hardware,5.3
Facility Solutions,"https://static.wixstatic.com/media/fc0a69_faf911cca6dd494eb9fd5284e44ea122.jpg/v1/fill/w_174,h_52,al_c,q_80,usm_0.66_1.00_0.01/fc0a69_faf911cca6dd494eb9fd5284e44ea122.jpg",http://thefacilitysolution.com,11-50 employees,2011,"Facility Maintenance, General Construction, Property Management and Maintenance, Concrete/Brick/Stucco, Plumbing, Heating and Air, Electrical, Customer Service",,,,,,,"Facility Solutions is a regional, small business providing Integrated Facility Maintenance and Project Construction Management services, offering rapid response and 24/7 availability. We process and complete over 15,000 maintenance work orders annually.",F,A,B,F,F,379,12,56,Construction,6
Clinical Ink,https://d2ojpxxtu63wzl.cloudfront.net/static/375a8fb816e5a36cad60debd9dae8a46_5d941ff07402130459b4de9089d3d52bdadf51c57e70457787f60f915a2e6fbd,http://clinicalink.com,150,2007,"Clinical Trials, Health Care, Medicine, NPR, Salem",,,,,,,Clinical Ink is the leading provider of eSource solutions for the global clinical trials market.,C,A,A,D,F,191,26,57,Health,5.9
PosiGen,https://d2ojpxxtu63wzl.cloudfront.net/static/ac0c3b804b343b51e96fd3055218b2bb_a4b7280e677eb32c3c51b12a39ab023c28fbf429e56d0e8a1cb5303f2a9570f4,http://posigen.com,150,2011,"Energy Efficiency, Management, Manufacturing, New Orleans, Wind Power",,,,,,,"We are on a mission to help families take control of their energy costs and take back their financial freedom. Before we came along, solar panels were only available to the wealthy. We noticed that the people who needed to save money the most couldn’t afford them. We changed all of that by creating a brand new financial model and it worked!",F,F,A,F,F,397,11,58,Energy,68.7
Physicians Toxicology,http://phystox.com/wp-content/uploads/2015/10/PhysToxInc500_Logo.png,http://phystox.com,11-50 employees,2010,Biotechnology,,,,,,,"Physicians Toxicology is a specialized laboratory delivering custom medication monitoring, along with personalized service and education.",F,F,C,F,F,413,53,59,Health,9
Base Commerce,https://d2ojpxxtu63wzl.cloudfront.net/static/2ad0f3cb0b8bae6af575f3544f9aba11_889692ae7e558e41c283d25e416bb98a21b768374584acdec85db0fa063cef4c,http://basecommerce.com,150,2008,"Bitcoin, Chicago, Finance, Hubspot, Leadership, Management, Mastercard, Personal Finance, Technology",,,,,,,"Base Commerce is a leading provider of integrated payments solutions designed for software developers, application service providers, web based systems, and billing services.",F,A,B,D,D,437,26,60,Financial Services,19.9
Ampush,https://d2ojpxxtu63wzl.cloudfront.net/static/c228f89f430dc5f63bcfb653592b18c7_7a9e09b05cb723b466a713b1844e8cae10681ce48eef988429410bbf99d5bfc8,http://ampush.com,150,2009,"Finance, Journalism, Leadership, Management, Pinterest",,,,,,,"We offer the simplest way to reach people and grow revenue with in-feed, native advertising on Facebook, Twitter, Instagram and Pinterest. Our fully-managed advertising solutions combine powerful software with human insights and execution to achieve business goals across the entire customer lifecycle.",C,F,A,D,C,131,20,61,Software,15.2
WePay,https://d2ojpxxtu63wzl.cloudfront.net/static/f21d8838a794f41505165a64e7cbc957_9b438b7eaf7bb11e4a9100c40a71d7803e46e86548a942a4142690b6b927c231,http://wepay.com,150,2008,"Credit Cards, Developer APIs, Finance, Heavy Equipment, Management, Payments, Personal Finance, Philanthropy, Requesting Help, Software",,,,,,,"WePay is the payments partner to the platform economy. At a time when commerce increasingly flows through online platforms, WePay partners closely with platforms to provide fully integrated payments and risk services… so they can deliver the end-to-end user experiences they want without taking on the overhead they don’t want. ",A,A,D,A,F,33,8,62,Software,24.9
ANALYTICA INC,https://d2ojpxxtu63wzl.cloudfront.net/static/5d52f0d5e0cfc6645d26d6f29e54313c_734857208aa36bc89c43f526a667b3caa34408514cf47dabf1ad79c913a9f479,http://analytica.net,51-200 employees,2009,"8a, Analysis, Analytica, Analytics, BI, Business Intelligence, Cyber, Data, Development, Engineering, Federal, Finance, Financial, Government, Hub Zone, Hub-zone, Hubzone, It, Management Consulting, SDB, Small, Software, Systems",,,,,,,"ANALYTICA has built a team of exceptionally dedicated analysts, statisticians, developers, engineers, and professionals with a wide range of experiences and talents. As the 4th fastest-growing IT services company in the nation, our team is ever-expanding to broaden our technology capabilities and expertise. ANALYTICA’s team members are united in their commitment to leveraging data and advanced data analytic technologies to solve the world’s most pressing and important problems. We value our start-up culture: we work hard, but we know how to have fun. As one of a select group of companies capable of bridging the gap between functional silos, ANALYTICA specializes in providing a holistic approach to an organization’s financial, analytics, and information technology needs.",C,F,A,D,D,144,4,63,IT Services,8.8
Swift Capital,https://d2ojpxxtu63wzl.cloudfront.net/static/841826e227036794bb60719631cc1c7b_fde1d1d9593e8a77789b582e6037c38071cbf1b78662e466805e286aee46728c,http://swiftcapital.com,150,2006,"Books, Business, Finance, Financial Services, Small Business, Software",,,,,,,"Swift Capital’s mission is to unleash the potential of small businesses by providing them with the working capital they need when traditional banks fall short. Swift’s platform rapidly assesses the health of a business, allowing businesses to get a decision in minutes, with funding as fast as same day. Swift Capital combines its innovative data analytics with a relationship-focused customer experience to deliver a streamlined funding process and personalized approach. Swift Capital has provided more than $500 million in funding to over 10,000 businesses nationwide.",C,A,A,D,D,150,9,64,Financial Services,27.5
